source_a,source_b,n_shared,name_a,name_b,shared_tokens,name_match,verdict,first_shared_date,last_shared_date
0OQ2.L,ALSOG.PA,13,Sogeclair S.A.,Sogeclair S.A.,sogeclair,True,name_match,2019-10-01,2025-10-01
ABVX,ABVX.PA,12,Abivax S.A.,Abivax S.A.,abivax,True,name_match,2014-10-01,2022-04-01
0R2O.L,FCX,12,Freeport-McMoRan Inc.,Freeport-McMoRan Inc.,freeport mcmoran,True,name_match,2012-10-01,2026-04-01
BEPC,BEPC.TO,12,Brookfield Renewable Corporation,Brookfield Renewable Corporation,brookfield renewable,True,name_match,2018-01-01,2026-04-01
0GJS.L,ALXIL.PA,12,Xilam Animation,Xilam Animation,animation xilam,True,name_match,2014-10-01,2025-04-01
0RNK.L,IVA,12,Inventiva S.A.,Inventiva S.A.,inventiva,True,name_match,2015-10-01,2025-04-01
0RNK.L,IVA.PA,12,Inventiva S.A.,Inventiva S.A.,inventiva,True,name_match,2015-10-01,2025-04-01
BIPC,BIPC.TO,11,Brookfield Infrastructure Corporation,Brookfield Infrastructure Corporation,brookfield infrastructure,True,name_match,2018-07-01,2026-04-01
AQN,AQNB,11,Algonquin Power & Utilities Corp.,Algonquin Power & Utilities Corp.,algonquin power utilities,True,name_match,2018-01-01,2026-04-01
ARIS,ARIS.TO,10,Aris Mining Corporation,Aris Mining Corporation,aris mining,True,name_match,2010-04-01,2026-01-01
0UKH.L,BMO.TO,9,Bank of Montreal,Bank of Montreal,bank montreal,True,name_match,2013-04-01,2026-04-01
DBV.PA,DBVT,8,DBV Technologies S.A.,DBV Technologies S.A.,dbv technologies,True,name_match,2012-10-01,2025-07-01
0F6L.L,MAU.PA,8,Etablissements Maurel & Prom S.A.,Etablissements Maurel & Prom S.A.,etablissements maurel prom,True,name_match,2018-10-01,2026-04-01
0OA4.L,VU.PA,7,VusionGroup,VusionGroup,vusiongroup,True,name_match,2022-04-01,2025-10-01
0YP5.L,ADYEN.AS,7,Adyen N.V.,Adyen N.V.,adyen,True,name_match,2014-10-01,2026-04-01
KEI.TO,KGEI,7,Kolibri Global Energy Inc.,Kolibri Global Energy Inc.,energy global kolibri,True,name_match,2024-01-01,2025-10-01
0AH3.L,GWO.TO,6,Great-West Lifeco Inc.,Great-West Lifeco Inc.,great lifeco west,True,name_match,2013-07-01,2020-07-01
0VCO.L,PEY.TO,6,Peyto Exploration & Development Corp.,Peyto Exploration & Development Corp.,development exploration peyto,True,name_match,2023-10-01,2026-04-01
0A28.L,PRX.AS,6,Prosus N.V.,Prosus N.V.,prosus,True,name_match,2019-01-01,2026-01-01
BMO,BMO.TO,5,Bank of Montreal,Bank of Montreal,bank montreal,True,name_match,2024-10-01,2025-10-01
0J72.L,HBAN,5,Huntington Bancshares Incorporated,Huntington Bancshares Incorporated,bancshares huntington,True,name_match,2022-10-01,2026-04-01
0J72.L,HBANL,5,Huntington Bancshares Incorporated,Huntington Bancshares Incorporated,bancshares huntington,True,name_match,2022-10-01,2026-04-01
0J72.L,HBANM,5,Huntington Bancshares Incorporated,Huntington Bancshares Incorporated,bancshares huntington,True,name_match,2022-10-01,2026-04-01
0K76.L,RITM,5,Rithm Capital Corp.,Rithm Capital Corp.,capital rithm,True,name_match,2022-01-01,2025-07-01
DOO,DOO.TO,5,BRP Inc.,BRP Inc.,brp,True,name_match,2025-04-01,2026-04-01
0FRI.L,LBIRD.PA,5,Lumibird S.A.,Lumibird S.A.,lumibird,True,name_match,2022-04-01,2025-04-01
0K5R.L,NAVI,5,Navient Corporation,Navient Corporation,navient,True,name_match,2012-10-01,2025-07-01
0HYP.L,CFG,5,"Citizens Financial Group, Inc.","Citizens Financial Group, Inc.",citizens financial,True,name_match,2012-10-01,2026-04-01
ORIO,ORIO.TO,4,Orion Digital Corp.,Orion Digital Corp.,digital orion,True,name_match,2025-01-01,2026-04-01
0JX5.L,MAC,3,The Macerich Company,The Macerich Company,macerich,True,name_match,2021-01-01,2025-07-01
0IRK.L,ALTA.PA,3,Altarea SCA,Altarea SCA,altarea,True,name_match,2025-04-01,2026-04-01
0JQR.L,KEY,3,KeyCorp,KeyCorp,keycorp,True,name_match,2025-07-01,2026-01-01
OR,OR.TO,3,OR Royalties Inc.,OR Royalties Inc.,or royalties,True,name_match,2013-10-01,2026-04-01
0V46.L,LGD.TO,3,Liberty Gold Corp.,Liberty Gold Corp.,gold liberty,True,name_match,2025-10-01,2026-04-01
BCT.TO,BCTX,3,BriaCell Therapeutics Corp.,BriaCell Therapeutics Corp.,briacell therapeutics,True,name_match,2025-10-01,2026-04-01
CRON,CRON.TO,3,Cronos Group Inc.,Cronos Group Inc.,cronos,True,name_match,2017-04-01,2025-07-01
0KEF.L,PNC,3,"The PNC Financial Services Group, Inc.","The PNC Financial Services Group, Inc.",financial pnc services,True,name_match,2025-04-01,2025-10-01
MSCL.TO,MSLE,3,Satellos Bioscience Inc.,Satellos Bioscience Inc.,bioscience satellos,True,name_match,2025-01-01,2025-07-01
