pool,source,check,reason,points,penalty,section
general,KIT.OL,stage1_veto:refused_rows,"uInterestCoverage: 1 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 7 row(s) that compute.",1.0,-0.01,per_item
general,KOSS,stage1_veto:refused_rows,"uInterestCoverage: 5 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 3 row(s) is under the 6-row partial-window floor.",5.0,-0.05,per_item
,KSPI,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: fewer than half the trailing-year periods are computable (0 of 4), so the mean would not be a trailing-year mean",1.0,-0.01,per_item
general,KSPI,stage1_veto:refused_rows,"uInterestCoverage: 4 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 4 row(s) is under the 6-row partial-window floor.",4.0,-0.04,per_item
,LACR.PA,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,LACR.PA,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
general,LACR.PA,stage1_veto:refused_rows,"uInterestCoverage: 3 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 5 row(s) is under the 6-row partial-window floor.",3.0,-0.03,per_item
REIT,LAND.L,stage1_veto:refused_rows,"reitEbitdaInterestCoverage: 5 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 3 row(s) is under the 6-row partial-window floor.",5.0,-0.05,per_item
general,MALT.PA,stage1_veto:refused_rows,"uInterestCoverage: 5 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 3 row(s) is under the 6-row partial-window floor.",5.0,-0.05,per_item
,MAVEN.ST,forensic_gap:beneish_components,"no usable vendor data for: gross margin (GMI), SG&A intensity (SGAI)",2.0,-0.02,per_item
,MAVEN.ST,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: gross margin (GMI), SG&A intensity (SGAI)",1.0,-0.01,per_item
general,MAVEN.ST,stage1_veto:refused_rows,"uInterestCoverage: 2 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 6 row(s) that compute.",2.0,-0.02,per_item
REIT,MONT.BR,stage1_veto:refused_rows,"reitEbitdaInterestCoverage: 5 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 3 row(s) is under the 6-row partial-window floor.",5.0,-0.05,per_item
general,NETI-B.ST,stage1_veto:refused_rows,"uInterestCoverage: 5 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 3 row(s) is under the 6-row partial-window floor.",5.0,-0.05,per_item
general,NRXP,stage1_veto:refused_rows,"uInterestCoverage: 5 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 3 row(s) is under the 6-row partial-window floor.",5.0,-0.05,per_item
,OCI.AS,forensic_gap:beneish_components,"no usable vendor data for: receivables days (DSRI), gross margin (GMI)",2.0,-0.02,per_item
,OCI.AS,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: receivables days (DSRI), gross margin (GMI)",1.0,-0.01,per_item
Mining,OCI.AS,stage1_veto:refused_rows,"producerEbitdaPositive: 2 of 8 available rows are not computable AND report no `revenue` figure at all, or a NEGATIVE one on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 6 row(s) that compute.",2.0,-0.02,per_item
general,OOMA,stage1_veto:refused_rows,"uInterestCoverage: 5 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 3 row(s) is under the 6-row partial-window floor.",5.0,-0.05,per_item
general,PAYO,stage1_veto:refused_rows,"uInterestCoverage: 5 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 3 row(s) is under the 6-row partial-window floor.",5.0,-0.05,per_item
general,PL,stage1_veto:refused_rows,"uInterestCoverage: 5 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 3 row(s) is under the 6-row partial-window floor.",5.0,-0.05,per_item
,POWW,forensic_gap:beneish_components,"no usable vendor data for: receivables days (DSRI), gross margin (GMI)",2.0,-0.02,per_item
,POWW,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: receivables days (DSRI), gross margin (GMI)",1.0,-0.01,per_item
general,POWW,stage1_veto:refused_rows,"uInterestCoverage: 2 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 6 row(s) that compute.",2.0,-0.02,per_item
general,SCT.LS,stage1_veto:refused_rows,"uInterestCoverage: 5 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 3 row(s) is under the 6-row partial-window floor.",5.0,-0.05,per_item
general,SIP.BR,stage1_veto:refused_rows,"uInterestCoverage: 5 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 3 row(s) is under the 6-row partial-window floor.",5.0,-0.05,per_item
general,SUS.ST,stage1_veto:refused_rows,"uInterestCoverage: 5 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 2 row(s) is under the 6-row partial-window floor.",5.0,-0.05,per_item
,TE.PA,forensic_gap:beneish_components,no usable vendor data for: gross margin (GMI),1.0,-0.01,per_item
,TE.PA,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: gross margin (GMI)",1.0,-0.01,per_item
general,TE.PA,stage1_veto:refused_rows,"uInterestCoverage: 3 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 5 row(s) is under the 6-row partial-window floor.",3.0,-0.03,per_item
,TMI.L,forensic_gap:beneish_components,"no usable vendor data for: receivables days (DSRI), gross margin (GMI), SG&A intensity (SGAI)",3.0,-0.03,per_item
,TMI.L,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: receivables days (DSRI), gross margin (GMI), SG&A intensity (SGAI)",1.0,-0.01,per_item
general,TMI.L,stage1_veto:refused_rows,"uInterestCoverage: 1 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 1 row(s) is under the 6-row partial-window floor.",1.0,-0.01,per_item
general,VOD.L,stage1_veto:refused_rows,"uInterestCoverage: 5 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 3 row(s) is under the 6-row partial-window floor.",5.0,-0.05,per_item
general,WDS,stage1_veto:refused_rows,"uInterestCoverage: 5 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 3 row(s) is under the 6-row partial-window floor.",5.0,-0.05,per_item
general,XVIVO.ST,stage1_veto:refused_rows,"uInterestCoverage: 5 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 3 row(s) is under the 6-row partial-window floor.",5.0,-0.05,per_item
general,YU.L,stage1_veto:refused_rows,"uInterestCoverage: 5 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 3 row(s) is under the 6-row partial-window floor.",5.0,-0.05,per_item
,ZZ-B.ST,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: fewer than half the trailing-year periods are computable (1 of 4), so the mean would not be a trailing-year mean",1.0,-0.01,per_item
general,ZZ-B.ST,stage1_veto:refused_rows,"uInterestCoverage: 4 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 4 row(s) is under the 6-row partial-window floor.",4.0,-0.04,per_item
,035420.KS,forensic_gap:beneish_components,"no usable vendor data for: gross margin (GMI), SG&A intensity (SGAI)",2.0,-0.02,per_item
,035420.KS,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: gross margin (GMI), SG&A intensity (SGAI)",1.0,-0.01,per_item
general,035420.KS,stage1_veto:refused_rows,"uInterestCoverage: 1 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 7 row(s) that compute.",1.0,-0.01,per_item
,060250.KQ,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,060250.KQ,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
general,060250.KQ,stage1_veto:refused_rows,"uInterestCoverage: 2 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 6 row(s) that compute.",2.0,-0.02,per_item
general,0AAJ.L,stage1_veto:refused_rows,"uInterestCoverage: 4 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 4 row(s) is under the 6-row partial-window floor.",4.0,-0.04,per_item
REIT,0IIB.L,stage1_veto:refused_rows,"reitEbitdaInterestCoverage: 4 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 4 row(s) is under the 6-row partial-window floor.",4.0,-0.04,per_item
general,0QKP.L,stage1_veto:refused_rows,"uInterestCoverage: 4 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 4 row(s) is under the 6-row partial-window floor.",4.0,-0.04,per_item
,0UNV.L,forensic_gap:beneish_components,"no usable vendor data for: receivables days (DSRI), gross margin (GMI), asset quality (AQI), sales growth (SGI), depreciation rate (DEPI), SG&A intensity (SGAI), leverage (LVGI)",3.0,-0.03,per_item
,0UNV.L,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: receivables days (DSRI), gross margin (GMI), asset quality (AQI), sales growth (SGI), depreciation rate (DEPI), SG&A intensity (SGAI), leverage (LVGI)",1.0,-0.01,per_item
,278470.KS,forensic_gap:beneish_components,"no usable vendor data for: asset quality (AQI), depreciation rate (DEPI), SG&A intensity (SGAI), leverage (LVGI)",3.0,-0.03,per_item
,278470.KS,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: asset quality (AQI), depreciation rate (DEPI), SG&A intensity (SGAI), leverage (LVGI)",1.0,-0.01,per_item
FinManager,A7A.DE,stage1_veto:refused_rows,"uInterestCoverage: 4 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 4 row(s) is under the 6-row partial-window floor.",4.0,-0.04,per_item
,ACIU,forensic_gap:beneish_components,"no usable vendor data for: gross margin (GMI), SG&A intensity (SGAI)",2.0,-0.02,per_item
,ACIU,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: gross margin (GMI), SG&A intensity (SGAI)",1.0,-0.01,per_item
general,ACIU,stage1_veto:refused_rows,"uInterestCoverage: 1 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 7 row(s) that compute.",1.0,-0.01,per_item
,ADYEN.AS,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,ADYEN.AS,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
general,ADYEN.AS,stage1_veto:refused_rows,"uInterestCoverage: 2 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 6 row(s) that compute.",2.0,-0.02,per_item
REIT,AED.BR,stage1_veto:refused_rows,"reitEbitdaInterestCoverage: 4 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 4 row(s) is under the 6-row partial-window floor.",4.0,-0.04,per_item
,AGMR.TO,forensic_gap:beneish_components,"no usable vendor data for: receivables days (DSRI), gross margin (GMI), sales growth (SGI), depreciation rate (DEPI), SG&A intensity (SGAI)",3.0,-0.03,per_item
,AGMR.TO,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: receivables days (DSRI), gross margin (GMI), sales growth (SGI), depreciation rate (DEPI), SG&A intensity (SGAI)",1.0,-0.01,per_item
,AKER.OL,forensic_gap:beneish_components,"no usable vendor data for: gross margin (GMI), SG&A intensity (SGAI)",2.0,-0.02,per_item
,AKER.OL,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: gross margin (GMI), SG&A intensity (SGAI)",1.0,-0.01,per_item
general,AKER.OL,stage1_veto:refused_rows,"uInterestCoverage: 1 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 7 row(s) that compute.",1.0,-0.01,per_item
general,ALCAF.PA,stage1_veto:refused_rows,"uInterestCoverage: 4 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 4 row(s) is under the 6-row partial-window floor.",4.0,-0.04,per_item
general,ALISP.PA,stage1_veto:refused_rows,"uInterestCoverage: 4 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 4 row(s) is under the 6-row partial-window floor.",4.0,-0.04,per_item
,ALWEC.PA,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,ALWEC.PA,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
general,ALWEC.PA,stage1_veto:refused_rows,"uInterestCoverage: 2 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 6 row(s) that compute.",2.0,-0.02,per_item
general,AOUT,stage1_veto:refused_rows,"uInterestCoverage: 4 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 4 row(s) is under the 6-row partial-window floor.",4.0,-0.04,per_item
,APAM.AS,forensic_gap:beneish_components,"no usable vendor data for: receivables days (DSRI), gross margin (GMI), SG&A intensity (SGAI)",3.0,-0.03,per_item
,APAM.AS,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: receivables days (DSRI), gross margin (GMI), SG&A intensity (SGAI)",1.0,-0.01,per_item
,ARA.TO,forensic_gap:beneish_components,"no usable vendor data for: receivables days (DSRI), gross margin (GMI), sales growth (SGI), depreciation rate (DEPI), SG&A intensity (SGAI)",3.0,-0.03,per_item
,ARA.TO,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: receivables days (DSRI), gross margin (GMI), sales growth (SGI), depreciation rate (DEPI), SG&A intensity (SGAI)",1.0,-0.01,per_item
general,ARPL.ST,stage1_veto:refused_rows,"uInterestCoverage: 4 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 4 row(s) is under the 6-row partial-window floor.",4.0,-0.04,per_item
,ATX.TO,forensic_gap:beneish_components,"no usable vendor data for: receivables days (DSRI), gross margin (GMI), sales growth (SGI), SG&A intensity (SGAI)",3.0,-0.03,per_item
,ATX.TO,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: receivables days (DSRI), gross margin (GMI), sales growth (SGI), SG&A intensity (SGAI)",1.0,-0.01,per_item
REIT,BALD-B.ST,stage1_veto:refused_rows,"reitEbitdaInterestCoverage: 4 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 4 row(s) is under the 6-row partial-window floor.",4.0,-0.04,per_item
general,BELYS.BR,stage1_veto:refused_rows,"uInterestCoverage: 4 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 4 row(s) is under the 6-row partial-window floor.",4.0,-0.04,per_item
,BHG.ST,forensic_gap:beneish_components,"no usable vendor data for: gross margin (GMI), SG&A intensity (SGAI)",2.0,-0.02,per_item
,BHG.ST,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: gross margin (GMI), SG&A intensity (SGAI)",1.0,-0.01,per_item
general,BHG.ST,stage1_veto:refused_rows,"uInterestCoverage: 1 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 7 row(s) that compute.",1.0,-0.01,per_item
REIT,BONAS.ST,stage1_veto:refused_rows,"reitEbitdaInterestCoverage: 4 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 4 row(s) is under the 6-row partial-window floor.",4.0,-0.04,per_item
general,BONEX.ST,stage1_veto:refused_rows,"uInterestCoverage: 4 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 4 row(s) is under the 6-row partial-window floor.",4.0,-0.04,per_item
,BORG.ST,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: fewer than half the trailing-year periods are computable (0 of 4), so the mean would not be a trailing-year mean",1.0,-0.01,per_item
general,BORG.ST,stage1_veto:refused_rows,"uInterestCoverage: 3 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 5 row(s) is under the 6-row partial-window floor.",3.0,-0.03,per_item
,BSX.TO,forensic_gap:beneish_components,"no usable vendor data for: receivables days (DSRI), gross margin (GMI), sales growth (SGI), depreciation rate (DEPI), SG&A intensity (SGAI)",3.0,-0.03,per_item
,BSX.TO,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: receivables days (DSRI), gross margin (GMI), sales growth (SGI), depreciation rate (DEPI), SG&A intensity (SGAI)",1.0,-0.01,per_item
general,CABKA.AS,stage1_veto:refused_rows,"uInterestCoverage: 4 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 4 row(s) is under the 6-row partial-window floor.",4.0,-0.04,per_item
,CBDG.PA,forensic_gap:beneish_components,"no usable vendor data for: gross margin (GMI), SG&A intensity (SGAI)",2.0,-0.02,per_item
,CBDG.PA,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: gross margin (GMI), SG&A intensity (SGAI)",1.0,-0.01,per_item
general,CBDG.PA,stage1_veto:refused_rows,"uInterestCoverage: 1 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 3 row(s) is under the 6-row partial-window floor.",1.0,-0.01,per_item
REIT,CBOT.PA,stage1_veto:refused_rows,"reitEbitdaInterestCoverage: 4 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 4 row(s) is under the 6-row partial-window floor.",4.0,-0.04,per_item
,CCM.TO,forensic_gap:beneish_components,"no usable vendor data for: receivables days (DSRI), gross margin (GMI), asset quality (AQI), sales growth (SGI), depreciation rate (DEPI), SG&A intensity (SGAI)",3.0,-0.03,per_item
,CCM.TO,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: receivables days (DSRI), gross margin (GMI), asset quality (AQI), sales growth (SGI), depreciation rate (DEPI), SG&A intensity (SGAI)",1.0,-0.01,per_item
,CHG.L,forensic_gap:beneish_components,"no usable vendor data for: gross margin (GMI), SG&A intensity (SGAI)",2.0,-0.02,per_item
,CHG.L,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: gross margin (GMI), SG&A intensity (SGAI)",1.0,-0.01,per_item
general,CHG.L,stage1_veto:refused_rows,"uInterestCoverage: 1 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 7 row(s) that compute.",1.0,-0.01,per_item
,CNL.TO,forensic_gap:beneish_components,"no usable vendor data for: receivables days (DSRI), gross margin (GMI), sales growth (SGI), SG&A intensity (SGAI)",3.0,-0.03,per_item
,CNL.TO,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: receivables days (DSRI), gross margin (GMI), sales growth (SGI), SG&A intensity (SGAI)",1.0,-0.01,per_item
general,CTEC.L,stage1_veto:refused_rows,"uInterestCoverage: 4 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 4 row(s) is under the 6-row partial-window floor.",4.0,-0.04,per_item
,CTEK.ST,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,CTEK.ST,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
general,CTEK.ST,stage1_veto:refused_rows,"uInterestCoverage: 2 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 6 row(s) that compute.",2.0,-0.02,per_item
FinManager,DB1.DE,stage1_veto:refused_rows,"uInterestCoverage: 4 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 4 row(s) is under the 6-row partial-window floor.",4.0,-0.04,per_item
,DR.TO,forensic_gap:beneish_components,no usable vendor data for: SG&A intensity (SGAI),1.0,-0.01,per_item
,DR.TO,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: SG&A intensity (SGAI)",1.0,-0.01,per_item
general,DR.TO,stage1_veto:refused_rows,"uInterestCoverage: 2 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was JUDGED on the 6 row(s) that compute.",2.0,-0.02,per_item
general,EFN.TO,stage1_veto:refused_rows,"uInterestCoverage: 4 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 4 row(s) is under the 6-row partial-window floor.",4.0,-0.04,per_item
general,EFR.TO,stage1_veto:refused_rows,"uInterestCoverage: 4 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 1 row(s) is under the 6-row partial-window floor.",4.0,-0.04,per_item
,ELO.TO,forensic_gap:beneish_components,"no usable vendor data for: receivables days (DSRI), gross margin (GMI), sales growth (SGI), depreciation rate (DEPI), SG&A intensity (SGAI)",3.0,-0.03,per_item
,ELO.TO,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: receivables days (DSRI), gross margin (GMI), sales growth (SGI), depreciation rate (DEPI), SG&A intensity (SGAI)",1.0,-0.01,per_item
,EQVA.OL,forensic_gap:beneish_components,"no usable vendor data for: gross margin (GMI), SG&A intensity (SGAI), accruals (TATA)",3.0,-0.03,per_item
,EQVA.OL,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: gross margin (GMI), SG&A intensity (SGAI), accruals (TATA)",1.0,-0.01,per_item
,ERD.TO,forensic_gap:beneish_components,"no usable vendor data for: receivables days (DSRI), gross margin (GMI), sales growth (SGI), SG&A intensity (SGAI)",3.0,-0.03,per_item
,ERD.TO,forensic_gap:no_verdict,"the Beneish M-score could not be formed for this name, so the manipulation assessment is ABSENT -- not clean: no usable vendor data for: receivables days (DSRI), gross margin (GMI), sales growth (SGI), SG&A intensity (SGAI)",1.0,-0.01,per_item
general,ETSY,stage1_veto:refused_rows,"uInterestCoverage: 4 of 8 available rows are not computable AND report a positive `totalDebt` on the SAME row, so the refusal cannot mean the flag is inapplicable to this company -- it is missing data. Flag was ABSTAINED -- 4 row(s) is under the 6-row partial-window floor.",4.0,-0.04,per_item
