pool,source,n_flags,flags,status,note
general,SDE.TO,1,uCurrentRatio,EJECTED,
general,SECU-B.ST,1,netDebtToEBITDA,EJECTED,
general,SEDANA.ST,1,returnOnAssets,EJECTED,
general,SEER,1,returnOnAssets,EJECTED,
general,SES.ST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,SESG.PA,1,returnOnAssets,EJECTED,
general,SEYE.ST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,SEZI.ST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,SFD.TO,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,SFIX,1,returnOnAssets,EJECTED,
general,SFOR.L,1,returnOnAssets,EJECTED,
general,SGHT,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,SGI,1,netDebtToEBITDA,EJECTED,
general,SGY.TO,1,uCurrentRatio,EJECTED,
general,SHI.L,1,returnOnAssets,EJECTED,
general,SHIP,1,uCurrentRatio,EJECTED,
general,SHOT.ST,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,SIA.TO,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,SIBN,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,SILC,1,returnOnAssets,EJECTED,
general,SINCH.ST,2,"uCurrentRatio, uInterestCoverage",EJECTED,
general,SIVE.ST,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,SJM,1,uCurrentRatio,EJECTED,
general,SKIN,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,SKIS-B.ST,1,uCurrentRatio,EJECTED,
general,SKYX,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,SLAB,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,SLBEN.LS,3,"CFOlessEarnings, uCurrentRatio, uInterestCoverage",EJECTED,
general,SLIGR.AS,1,uCurrentRatio,EJECTED,
general,SMC,3,"netDebtToEBITDA, uCurrentRatio, uInterestCoverage",EJECTED,
general,SMHN.DE,1,CFOlessEarnings,EJECTED,
general,SMMT,1,returnOnAssets,EJECTED,
general,SNAP,2,"netDebtToEBITDA, uInterestCoverage",EJECTED,
general,SNG.DE,3,"netDebtToEBITDA, returnOnAssets, uCurrentRatio",EJECTED,
general,SO,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,SOBA.DE,1,uCurrentRatio,EJECTED,
general,SOC,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,SON.LS,1,uCurrentRatio,EJECTED,
general,SOP.PA,1,uCurrentRatio,EJECTED,
general,SOUC.L,3,"returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,SPIE.PA,1,uCurrentRatio,EJECTED,
general,SPRB,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,SPRINT.ST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,SPRY,1,returnOnAssets,EJECTED,
general,SRE,1,netDebtToEBITDA,EJECTED,
general,SRT.DE,1,netDebtToEBITDA,EJECTED,
general,STF.PA,1,uCurrentRatio,EJECTED,
general,STRO.OL,1,uInterestCoverage,EJECTED,
general,SVA.TO,3,"returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,SVIK.ST,1,uCurrentRatio,EJECTED,
general,SVV,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,SWP.TO,1,netDebtToEBITDA,EJECTED,
general,SYN.IC,2,"netDebtToEBITDA, uInterestCoverage",EJECTED,
general,SYNACT.ST,1,returnOnAssets,EJECTED,
general,SYT.DE,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,SYZ.TO,1,uCurrentRatio,EJECTED,
general,TAC,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,TARA,1,returnOnAssets,EJECTED,
general,TARS,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,TCX,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,TDSA.LS,1,netDebtToEBITDA,EJECTED,
general,TE,1,returnOnAssets,EJECTED,
general,TEAM,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,TECH.OL,3,"returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,TEL2-B.ST,1,uCurrentRatio,EJECTED,
general,TELIA.ST,1,uCurrentRatio,EJECTED,
general,TENEO.ST,2,"netDebtToEBITDA, returnOnAssets",EJECTED,
general,TFF.PA,1,CFOlessEarnings,EJECTED,
general,TGO.TO,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,TGS.OL,1,uCurrentRatio,EJECTED,
general,THG.L,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,TISI,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,TITN,2,"netDebtToEBITDA, uInterestCoverage",EJECTED,
general,TKA.DE,1,uInterestCoverage,EJECTED,
general,TLRY.TO,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,TMCI,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,TMUS,1,netDebtToEBITDA,EJECTED,
general,TMV.DE,1,uCurrentRatio,EJECTED,
general,TNE5.DE,1,uCurrentRatio,EJECTED,
general,TNG.PA,1,returnOnAssets,EJECTED,
general,TNL,1,netDebtToEBITDA,EJECTED,
general,TOBII.ST,1,uInterestCoverage,EJECTED,
general,TOU.TO,1,uCurrentRatio,EJECTED,
general,TPX-B.TO,1,uCurrentRatio,EJECTED,
general,TRAIN-B.ST,1,netDebtToEBITDA,EJECTED,
general,TRGP,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,TRI,1,uCurrentRatio,EJECTED,
general,TRN.L,1,uCurrentRatio,EJECTED,
general,TRP,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,TRVI,1,returnOnAssets,EJECTED,
general,TRZ.TO,1,uCurrentRatio,EJECTED,
general,TSAT,1,uInterestCoverage,EJECTED,
general,TSND.TO,2,"netDebtToEBITDA, returnOnAssets",EJECTED,
general,TSQ,1,netDebtToEBITDA,EJECTED,
general,TU,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,TUI1.DE,1,uCurrentRatio,EJECTED,
general,TWM.TO,1,returnOnAssets,EJECTED,
general,TXP.L,1,uCurrentRatio,EJECTED,
general,TYRA,1,returnOnAssets,EJECTED,
general,UBI.PA,1,uInterestCoverage,EJECTED,
general,UEIC,1,returnOnAssets,EJECTED,
general,UL,1,uCurrentRatio,EJECTED,
general,UMG.AS,1,uCurrentRatio,EJECTED,
general,UNH,1,uCurrentRatio,EJECTED,
general,UNP,1,uCurrentRatio,EJECTED,
general,UPSALE.ST,1,uCurrentRatio,EJECTED,
general,URE.TO,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,UTG.ST,1,uCurrentRatio,EJECTED,
general,V3V.DE,1,uCurrentRatio,EJECTED,
general,V6C.DE,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,VAC.PA,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,VANTI.PA,4,"netDebtToEBITDA, returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,VAR.OL,1,uCurrentRatio,EJECTED,
general,VBIO,1,returnOnAssets,EJECTED,
general,VEI.OL,1,uCurrentRatio,EJECTED,
general,VELO,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,VER.ST,1,uCurrentRatio,EJECTED,
general,VERU,1,returnOnAssets,EJECTED,
general,VEZ.DE,1,uInterestCoverage,EJECTED,
general,VHC,1,returnOnAssets,EJECTED,
general,VICO.ST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,VIE.PA,1,uCurrentRatio,EJECTED,
general,VIT-B.ST,1,uCurrentRatio,EJECTED,
general,VLA.PA,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,VLRS,2,"uCurrentRatio, uInterestCoverage",EJECTED,
general,VLTSA.PA,2,"netDebtToEBITDA, returnOnAssets",EJECTED,
general,VOD.L,1,netDebtToEBITDA,EJECTED,
general,VOW.DE,1,netDebtToEBITDA,EJECTED,
general,VOW.OL,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,VPK.AS,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,VPLAY-B.ST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,VRSN,1,uCurrentRatio,EJECTED,
general,VTRS,1,netDebtToEBITDA,EJECTED,
general,VTVT,1,returnOnAssets,EJECTED,
general,VVY.AS,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,VZ,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,W5.ST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,WAF.DE,1,netDebtToEBITDA,EJECTED,
general,WAGA.PA,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,WAVE,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,WCN,1,uCurrentRatio,EJECTED,
general,WCP.TO,1,uCurrentRatio,EJECTED,
general,WEN,1,netDebtToEBITDA,EJECTED,
general,WEX,1,netDebtToEBITDA,EJECTED,
general,WHWK,1,returnOnAssets,EJECTED,
general,WKL.AS,1,uCurrentRatio,EJECTED,
general,WLFC,1,netDebtToEBITDA,EJECTED,
general,WM,1,uCurrentRatio,EJECTED,
general,WMB,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,WMT,1,uCurrentRatio,EJECTED,
general,WPRT.TO,1,returnOnAssets,EJECTED,
general,WWW,1,netDebtToEBITDA,EJECTED,
general,WYNN,1,netDebtToEBITDA,EJECTED,
general,XGN,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,XMTR,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,XPEV,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,XPOF,1,returnOnAssets,EJECTED,
general,XPP.L,1,netDebtToEBITDA,EJECTED,
general,XRX,2,"netDebtToEBITDA, returnOnAssets",EJECTED,
general,XSPRAY.ST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,XTRA.TO,1,returnOnAssets,EJECTED,
general,YOC.DE,1,uCurrentRatio,EJECTED,
general,YORW,1,netDebtToEBITDA,EJECTED,
general,ZLNA.OL,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ZOOZ,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ZPHR.L,1,uCurrentRatio,EJECTED,
general,ZS,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ZURA,1,returnOnAssets,EJECTED,
general,ZYME,1,returnOnAssets,EJECTED,
